Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document,Date
"Chris Rock spoke on Luigi Mangione during his SNL monologue

“He actually k*lled a man with a family, with kids. I have real condolences for the Healthcare CEO. This is a real person… but sometimes drug dealers get shot”",15,15_innocent_killed_assassinating_warren,"['innocent', 'killed', 'assassinating', 'warren', 'condolences', 'brianthompson', 'kill', 'hearted', 'executed', 'shot']","['Chris Rock spoke on Luigi Mangione during his SNL monologue\r\n\r\n“He actually k*lled a man with a family, with kids. I have real condolences for the Healthcare CEO. This is a real person… but sometimes drug dealers get shot”', '“[Luigi Mangione] killed a man with a family, with kids. I have real condolences for the healthcare CEO. This is a real person…But sometimes drug dealers get shot.”\r\n\r\n— Chris Rock on the UnitedHealthcare CEO assassination', 'Chris Rock: [Luigi Mangione] killed a man with a family, with kids. I have real condolences for the (United)Healthcare CEO. This is a real person… But… you know, sometimes drug dealers get shot.']",innocent - killed - assassinating - warren - condolences - brianthompson - kill - hearted - executed - shot,True,12/15/2024 19:29
CEO has a family. The people glorifying luigi are stupid and uneducated and dangerous.,5,5_died_killed_murderous_heroic,"['died', 'killed', 'murderous', 'heroic', 'nick', 'death', 'guy', 'rampage', 'poor', 'victim']","['This! ⬇️. Ironic Luigi grew up affluent, Ivy League educ., while Brian (the victim, since no one says it - his name was “BRIAN THOMPSON”, and HE WAS A HUMAN BEING and LOVED!!) grew up working class, went to a state university and got a Business Admin. degree (both like me).', 'Dude is from a wealthy family and went to an ivy league school. The person he killed rose up the ranks from a small town and worked through college. Fuck everything about Luigi and his fake plight.', 'Rittenhouse shot in self defense those attacking him. Penny saved people from a violent man who died of medical issues & drugs & was alive when police arrived\r\n\r\nLuigi is a spoiled rich kid who shot a father & husband in the back who grew up poor on a farm & improved insurance care']",died - killed - murderous - heroic - nick - death - guy - rampage - poor - victim,False,12/15/2024 19:07
"Jacqui my big request is that you stop referring to it as the “shooting of the United Healthcare CEO”. His name was Brian Thompson. A good man whom I knew. If you’re going to drop the name from the story, please drop the shooter’s name not the victim’s!",1,1_unitedhealth_family_visionary_healthcare,"['unitedhealth', 'family', 'visionary', 'healthcare', 'health', 'company', 'leader', 'care', 'paulette', 'prayers']","['🚨 JUST IN: Surveillance Footage Shows UnitedHealthcare CEO Fatally Shot:  \r\n\r\nBrian Thompson was gunned down outside the Hilton Hotel in Midtown Manhattan. A truly tragic and heartbreaking incident. 🇺🇸 🙏🏾', '🚨WIFE OF SLAIN UNITEDHEALTHCARE CEO REVEALS HE RECEIVED THREATS BEFORE SHOOTING\r\n\r\nPaulette Thompson, wife of UnitedHealthcare CEO Brian Thompson, disclosed that her husband had been receiving threats before he was fatally shot outside a Midtown Manhattan hotel.\r\n\r\nIn her first…', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']",unitedhealth - family - visionary - healthcare - health - company - leader - care - paulette - prayers,False,12/15/2024 18:10
"#RFK has some financial angle when it comes to his desire to endanger the public, a group of his rich buddies have a scheme to profit off of it all. Brian Thompson martyred himself for these types of men.",20,20_bill_poor_socialists_based,"['bill', 'poor', 'socialists', 'based', 'companies', 'employees', 'evidence', 'payer', 'hospital', 'cause']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'This is who Luigi shot\r\n\r\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…']",bill - poor - socialists - based - companies - employees - evidence - payer - hospital - cause,False,12/15/2024 17:24
"Chris Rock talks about Luigi Mangione during his SNL monologue

“He actually k*lled a man with a family, with kids. I have real condolences for the Healthcare CEO. This is a real person… but sometimes drug dealers get shot”",15,15_innocent_killed_assassinating_warren,"['innocent', 'killed', 'assassinating', 'warren', 'condolences', 'brianthompson', 'kill', 'hearted', 'executed', 'shot']","['Chris Rock spoke on Luigi Mangione during his SNL monologue\r\n\r\n“He actually k*lled a man with a family, with kids. I have real condolences for the Healthcare CEO. This is a real person… but sometimes drug dealers get shot”', '“[Luigi Mangione] killed a man with a family, with kids. I have real condolences for the healthcare CEO. This is a real person…But sometimes drug dealers get shot.”\r\n\r\n— Chris Rock on the UnitedHealthcare CEO assassination', 'Chris Rock: [Luigi Mangione] killed a man with a family, with kids. I have real condolences for the (United)Healthcare CEO. This is a real person… But… you know, sometimes drug dealers get shot.']",innocent - killed - assassinating - warren - condolences - brianthompson - kill - hearted - executed - shot,False,12/15/2024 17:20
"Washington Post on Brian Thompson as a well liked, hard working man who tried to provide better service to customers while avoiding the public limelight.

He helped keep thousands of hospitals and healthcare providers open during the pandemic by getting then emergency relief from…",20,20_bill_poor_socialists_based,"['bill', 'poor', 'socialists', 'based', 'companies', 'employees', 'evidence', 'payer', 'hospital', 'cause']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'This is who Luigi shot\r\n\r\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…']",bill - poor - socialists - based - companies - employees - evidence - payer - hospital - cause,False,12/15/2024 15:14
"As America shut down in March 2020, and federal officials struggled to get $$ to desperate health providers, Brian Thompson said UnitedHealth could do it asap — and they did.

The $135 billion fund helped keep countless providers afloat.

Thompson’s role has never been reported.",3,3_brianthompson_tragic_john_andrew,"['brianthompson', 'tragic', 'john', 'andrew', 'slain', 'mr', 'chief', 'leader', 'role', 'care']","['🚨🇺🇸 NEW UHC CEO PRAISES MURDERED CEO AS A “HEALTHCARE LEGEND”\r\n\r\nIn a leaked pep talk to staff, UnitedHealth Group CEO Andrew Witty praised slain CEO Brian Thompson as a titan of healthcare, claiming he had one of the “biggest effects” on the industry—despite ongoing accusations…', 'UnitedHealth chief admits US health system ‘does not work as well as it should’  \r\nIn a New York Times essay, Andrew Witty also says slain healthcare CEO Brian Thompson cared about customers\r\n\r\nThe leader of the parent company of Unit…', ""UnitedHealth Group $UNH is navigating challenges following the tragic loss of UnitedHealthcare CEO Brian Thompson. CEO Andrew Witty acknowledges the healthcare system's flaws and emphasizes the company's commitment to improvements.""]",brianthompson - tragic - john - andrew - slain - mr - chief - leader - role - care,False,12/15/2024 14:49
"The Left's Boogeyman politics.

Spit on the grave of the UnitedHealthcare CEO to undermine free enterprise, advance bigger govt and avoid accounting for the ravages of Obamacare. 

That's okay,  is happy to do the audit for them.",2,2_brianthompson_innocent_sympathy_hero,"['brianthompson', 'innocent', 'sympathy', 'hero', 'pay', 'guy', 'deserved', 'uncle', 'ceos', 'alive']","['At what level do you get personal security as a CEO? Sure as hell would think the CEO of United Healthcare would have some level of security.\r\n\r\nSad & Graphic…RIP Brian Thompson\r\n#UnitedHealthcare #unitedhealthcareceo #BrianThompson', 'I don’t know which side this CEO was on, whether criminal or slave, but it still breaks my heart that a life was taken and people who loved him are hurting. Especially if there are innocent children involved!  Prayers for our broken world and the broken people in it.💔🙏🏼', 'Unhinged leftist says the UnitedHealthcare CEO was a billionaire who was responsible for the de*ths of millions so you shouldn’t feel bad for his family.\r\n\r\nSo now even innocent family members deserve to suffer?\r\n\r\nThis woman is deranged. Couldn’t tell by the glasses and nose ring.']",brianthompson - innocent - sympathy - hero - pay - guy - deserved - uncle - ceos - alive,False,12/15/2024 14:20
"I'm glad Brian Thompson's children are 16 and 19, so old enough to understand that Margaret Cho and other reprehensible people like her are truly depraved and sick. I know it still hurts them to see this crap.",0,0_killer_murders_murderer_hope,"['killer', 'murders', 'murderer', 'hope', 'family', 'died', 'children', 'thousands', 'guy', 'victim']","['Brian Thompson didn’t murder anyone. No one at his company has murdered anyone. People have died under their rules and regulations, & yes, there should be a discussion about that. But that is not now, & to say you’re “joyful” or in any way happy his death happened is disgusting.', 'Disturbing!  How does this make anyone feel “joyful”?\r\n\r\nTaylor Lorenz is laughing over Brian Thompson’s death and says it brings her joy.  Piers is having no part of it! Disgusting that anyone would feel this way!', 'There is absolutely no justification for anyone to feel JOY over the assassination of Brian Thompson. Taylor Lorenz should be ashamed of herself. She really needs a good rest to think about why she felt that feeling about someone who died, or to celebrate the assassination! ###']",killer - murders - murderer - hope - family - died - children - thousands - guy - victim,False,12/15/2024 13:07
The murder of UnitedHealthcare CEO Brian Thompson is a tragedy that should not be tolerated.  Prayers go out to his family and everyone who has been impacted by gun violence.,1,1_unitedhealth_family_visionary_healthcare,"['unitedhealth', 'family', 'visionary', 'healthcare', 'health', 'company', 'leader', 'care', 'paulette', 'prayers']","['🚨 JUST IN: Surveillance Footage Shows UnitedHealthcare CEO Fatally Shot:  \r\n\r\nBrian Thompson was gunned down outside the Hilton Hotel in Midtown Manhattan. A truly tragic and heartbreaking incident. 🇺🇸 🙏🏾', '🚨WIFE OF SLAIN UNITEDHEALTHCARE CEO REVEALS HE RECEIVED THREATS BEFORE SHOOTING\r\n\r\nPaulette Thompson, wife of UnitedHealthcare CEO Brian Thompson, disclosed that her husband had been receiving threats before he was fatally shot outside a Midtown Manhattan hotel.\r\n\r\nIn her first…', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']",unitedhealth - family - visionary - healthcare - health - company - leader - care - paulette - prayers,False,12/15/2024 12:06
I really am sadden by his death. Fuck Luigi. Murderer. Brian Thompson was a great man.,22,22_hypocrisy_died_killed_murdering,"['hypocrisy', 'died', 'killed', 'murdering', 'sadden', 'justice', 'innocent', 'untruthful', 'yall', 'guilty']","['The full circle. (Someone killed Brian).\r\n\r\n- $DDD pumped. \r\n- $LUIGI pumped (today).\r\n\r\nThen finally comes back to who died and why, do the people seek Justice?\r\n\r\n- JUSTICE FOR #BRIAN THOMPSON! (the finale).\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'The full circle. (Someone killed Brian).\r\n\r\n- $DDD pumped. \r\n- $LUIGI pumped (today).\r\n\r\nThen finally comes back to who died and why, do the people seek Justice?\r\n\r\n- JUSTICE FOR #BRIAN THOMPSON !! (the finale).\r\n\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'The full circle. (Someone killed Brian).\r\n\r\n- $DDD pumped. \r\n- $LUIGI pumped (today).\r\n\r\nThen finally comes back to who died and why, do the people seek Justice?\r\n\r\n- JUSTICE FOR #BRIAN THOMPSON (the finale).\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump']",hypocrisy - died - killed - murdering - sadden - justice - innocent - untruthful - yall - guilty,False,12/15/2024 3:48
"Choose your heroes carefully.
Brian Thompson, the CEO of UnitedHealthcare, was known as a self-made individual. He worked his way up through the ranks, starting from modest beginnings and eventually leading one of the largest healthcare companies in the world. Thompson’s career…",3,3_brianthompson_tragic_john_andrew,"['brianthompson', 'tragic', 'john', 'andrew', 'slain', 'mr', 'chief', 'leader', 'role', 'care']","['🚨🇺🇸 NEW UHC CEO PRAISES MURDERED CEO AS A “HEALTHCARE LEGEND”\r\n\r\nIn a leaked pep talk to staff, UnitedHealth Group CEO Andrew Witty praised slain CEO Brian Thompson as a titan of healthcare, claiming he had one of the “biggest effects” on the industry—despite ongoing accusations…', 'UnitedHealth chief admits US health system ‘does not work as well as it should’  \r\nIn a New York Times essay, Andrew Witty also says slain healthcare CEO Brian Thompson cared about customers\r\n\r\nThe leader of the parent company of Unit…', ""UnitedHealth Group $UNH is navigating challenges following the tragic loss of UnitedHealthcare CEO Brian Thompson. CEO Andrew Witty acknowledges the healthcare system's flaws and emphasizes the company's commitment to improvements.""]",brianthompson - tragic - john - andrew - slain - mr - chief - leader - role - care,False,12/15/2024 3:28
"This is the disgusting progressive left. A sitting U.S. Senator  essentially  justifies the heinous murder of UnitedHealthcare CEO, Brian Thompson on Joy Reid.",19,19_murderer_ceos_healthcare_insurance,"['murderer', 'ceos', 'healthcare', 'insurance', 'warren', 'trump', 'sanders', 'tragedy', 'senator', 'support']","['WOW: CNN guest Neill Franklin absurdly suggests that UnitedHealthcare CEO Brian Thompson hired someone to murder him for ""insurance purposes."" \r\n\r\nThese people are literally INSANE… 🤡', 'Oh, look. It\'s CNN\'s Jake Tapper doing a segment with correspondent Clare Duffy normalizing & giving credence to those celebrating the murder of the UnitedHealthCare CEO, arguing the celebrations are ""interesting"" & ""none of us support murder...BUT BUT these are real struggles""', ""The sheer lunacy from CNN guest Neill Franklin claiming UnitedHealthcare CEO Brian Thompson might have orchestrated his own murder for 'insurance purposes' is a new low for media sensationalism. This baseless conspiracy theory not only insults the memory of Thompson but also…""]",murderer - ceos - healthcare - insurance - warren - trump - sanders - tragedy - senator - support,False,12/15/2024 3:10
"Family Response

The Mangione family expressed shock and stood by Luigi, calling for justice while offering condolences to Brian Thompson’s loved ones. Friends describe him as a man of character and promise.",16,16_mentalhealth_condolences_donate_gofundme,"['mentalhealth', 'condolences', 'donate', 'gofundme', 'assassin', 'daddy', 'devastated', 'mr', 'john', 'news']","['NEW from Luigi Mangione\'s family:\r\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""', ""Luigi Mangione’s family has released a statement:\r\n\r\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”"", 'Statement from Luigi Mangione\'s family:\r\n\r\n""Our family is shocked and devastated by Luigi\'s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.""']",mentalhealth - condolences - donate - gofundme - assassin - daddy - devastated - mr - john - news,False,12/15/2024 2:46
"It is disappointing to hear that they have tarnished his legacy by calling him ""fake""",0,0_killer_murders_murderer_hope,"['killer', 'murders', 'murderer', 'hope', 'family', 'died', 'children', 'thousands', 'guy', 'victim']","['Brian Thompson didn’t murder anyone. No one at his company has murdered anyone. People have died under their rules and regulations, & yes, there should be a discussion about that. But that is not now, & to say you’re “joyful” or in any way happy his death happened is disgusting.', 'Disturbing!  How does this make anyone feel “joyful”?\r\n\r\nTaylor Lorenz is laughing over Brian Thompson’s death and says it brings her joy.  Piers is having no part of it! Disgusting that anyone would feel this way!', 'There is absolutely no justification for anyone to feel JOY over the assassination of Brian Thompson. Taylor Lorenz should be ashamed of herself. She really needs a good rest to think about why she felt that feeling about someone who died, or to celebrate the assassination! ###']",killer - murders - murderer - hope - family - died - children - thousands - guy - victim,False,12/14/2024 23:49
"Fuck off.

A planned assassination of an innocent man vs a hero and military veteran protecting his fellow citizens from a violent repeat felon threatening to kill them.

Let’s hope we get a fried Luigi. Dude deserves the death penalty. 

Long Live Penny! Legend!!!",5,5_died_killed_murderous_heroic,"['died', 'killed', 'murderous', 'heroic', 'nick', 'death', 'guy', 'rampage', 'poor', 'victim']","['This! ⬇️. Ironic Luigi grew up affluent, Ivy League educ., while Brian (the victim, since no one says it - his name was “BRIAN THOMPSON”, and HE WAS A HUMAN BEING and LOVED!!) grew up working class, went to a state university and got a Business Admin. degree (both like me).', 'Dude is from a wealthy family and went to an ivy league school. The person he killed rose up the ranks from a small town and worked through college. Fuck everything about Luigi and his fake plight.', 'Rittenhouse shot in self defense those attacking him. Penny saved people from a violent man who died of medical issues & drugs & was alive when police arrived\r\n\r\nLuigi is a spoiled rich kid who shot a father & husband in the back who grew up poor on a farm & improved insurance care']",died - killed - murderous - heroic - nick - death - guy - rampage - poor - victim,False,12/14/2024 23:00
"This makes me sick! May he burn in hell, RIP Brian Thompson",24,24_posthumously_mourn_mourned_grave,"['posthumously', 'mourn', 'mourned', 'grave', 'founders', 'heartbreak', 'rip', 'ripbozo', 'sad', 'injured']","['RIP Brian Thompson.', 'Fun socks: on\r\n\r\nPant legs: rolled up past ankle\r\n\r\nPatagonia vest: unzipped\r\n\r\nEmails: replied ""yes Massa""\r\n\r\nYup, I\'m thinkin it\'s time to posthumously fellate Brian Thompson', 'The annual appearance  of the holiday suits marks a joyous end of another year in our cycle of free monthly events. Big props to our co-founders Ben Thoma  and Brian Thompson  for donning their festive attire! #CMcycle #CMATX']",posthumously - mourn - mourned - grave - founders - heartbreak - rip - ripbozo - sad - injured,False,12/14/2024 22:50
"A solid dude who did the right thing for his community.

I wonder what’s going on with Luigi, the darling of the left.

I’m sure his cellmates are making sure he enjoys every minute and gets all the love he deserves.",4,4_god_praying_deserves_man,"['god', 'praying', 'deserves', 'man', 'hero', 'killed', 'daisy', 'life', 'baby', 'legend']","['Luigi is an elitist, spoiled, rich kid who shot a husband & father in the back who grew up poor on a farm in Iowa & worked hard for his position & improved insurance access for customers.\r\n\r\nRittenhouse shot people attacking him in an effort to do him bodily harm\r\n\r\nLIBERAL MORAL ROT', 'I get why the fools  love him, man vs The System, etc. I also feel sorry for Luigi, a nice kid who went nuts.\r\n\r\nBut the ghouls totally ignore his other victims: two fatherless little boys who are doing Christmas without their dad-their first of many awful Christmasses. When you…', 'Praise Jesus Our Lord, Praise Him! I will pray for you and for the family of the man murdered. God is Love the Word and the Truth. \r\n\r\nPoor Luigi & followers are sadly Lost as Luigi reminds the world that the Devil works here on earth. Peace.']",god - praying - deserves - man - hero - killed - daisy - life - baby - legend,False,12/14/2024 22:17
Has anyone heard anything from CEO Brian Thompson’s family?…,13,13_healthcare_ceos_sympathy_condolences,"['healthcare', 'ceos', 'sympathy', 'condolences', 'fatally', 'tragically', 'husband', 'killed', 'death', 'colleague']","['To The Family Of Fallen Chief Executive Officer Brian Thompson, UHC, Who Leaves Behind A Wife And Two Sons, My Deepest Condolences To You For Your Loss. That Was So UNHOLY What That Assassin Did. Shooting An Unarmed Man From Behind, In The Back And In The Hind Leg!', 'Brian Thompson, a well-respected healthcare CEO, was tragically killed in New York. His passing has sent shockwaves through the healthcare community, where he was known for his dedication and innovative leadership. The industry has mourned his loss deeply, with many colleagues an', ""It's sad to see that UHC CEO Brian Thompson was shot to death today. It's unthinkable. \r\n\r\nWhat's worse is that in today's NYC, if he had been able to take down the assassin and chokehold him until police arrived, he'd eventually be facing an unfair trial like Daniel Penny.""]",healthcare - ceos - sympathy - condolences - fatally - tragically - husband - killed - death - colleague,False,12/14/2024 20:50
"UnitedHealth chief admits US health system ‘does not work as well as it should’  
In a New York Times essay, Andrew Witty also says slain healthcare CEO Brian Thompson cared about customers

The leader of the parent company of Unit…",3,3_brianthompson_tragic_john_andrew,"['brianthompson', 'tragic', 'john', 'andrew', 'slain', 'mr', 'chief', 'leader', 'role', 'care']","['🚨🇺🇸 NEW UHC CEO PRAISES MURDERED CEO AS A “HEALTHCARE LEGEND”\r\n\r\nIn a leaked pep talk to staff, UnitedHealth Group CEO Andrew Witty praised slain CEO Brian Thompson as a titan of healthcare, claiming he had one of the “biggest effects” on the industry—despite ongoing accusations…', 'UnitedHealth chief admits US health system ‘does not work as well as it should’  \r\nIn a New York Times essay, Andrew Witty also says slain healthcare CEO Brian Thompson cared about customers\r\n\r\nThe leader of the parent company of Unit…', ""UnitedHealth Group $UNH is navigating challenges following the tragic loss of UnitedHealthcare CEO Brian Thompson. CEO Andrew Witty acknowledges the healthcare system's flaws and emphasizes the company's commitment to improvements.""]",brianthompson - tragic - john - andrew - slain - mr - chief - leader - role - care,True,12/14/2024 20:06
"Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.

Brian Thompson grew up middle class and made his own way.

Liberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.",22,22_hypocrisy_died_killed_murdering,"['hypocrisy', 'died', 'killed', 'murdering', 'sadden', 'justice', 'innocent', 'untruthful', 'yall', 'guilty']","['The full circle. (Someone killed Brian).\r\n\r\n- $DDD pumped. \r\n- $LUIGI pumped (today).\r\n\r\nThen finally comes back to who died and why, do the people seek Justice?\r\n\r\n- JUSTICE FOR #BRIAN THOMPSON! (the finale).\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'The full circle. (Someone killed Brian).\r\n\r\n- $DDD pumped. \r\n- $LUIGI pumped (today).\r\n\r\nThen finally comes back to who died and why, do the people seek Justice?\r\n\r\n- JUSTICE FOR #BRIAN THOMPSON !! (the finale).\r\n\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'The full circle. (Someone killed Brian).\r\n\r\n- $DDD pumped. \r\n- $LUIGI pumped (today).\r\n\r\nThen finally comes back to who died and why, do the people seek Justice?\r\n\r\n- JUSTICE FOR #BRIAN THOMPSON (the finale).\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump']",hypocrisy - died - killed - murdering - sadden - justice - innocent - untruthful - yall - guilty,False,12/14/2024 19:53
"Elizabeth Warren disgustingly defends Luigi Mangione, the killer of the UnitedHealthcare UHC CEO Brian Thompson.

Elizabeth Warren condoning this murderer is unacceptable. 
Don't let her off the hook!",15,15_innocent_killed_assassinating_warren,"['innocent', 'killed', 'assassinating', 'warren', 'condolences', 'brianthompson', 'kill', 'hearted', 'executed', 'shot']","['Chris Rock spoke on Luigi Mangione during his SNL monologue\r\n\r\n“He actually k*lled a man with a family, with kids. I have real condolences for the Healthcare CEO. This is a real person… but sometimes drug dealers get shot”', '“[Luigi Mangione] killed a man with a family, with kids. I have real condolences for the healthcare CEO. This is a real person…But sometimes drug dealers get shot.”\r\n\r\n— Chris Rock on the UnitedHealthcare CEO assassination', 'Chris Rock: [Luigi Mangione] killed a man with a family, with kids. I have real condolences for the (United)Healthcare CEO. This is a real person… But… you know, sometimes drug dealers get shot.']",innocent - killed - assassinating - warren - condolences - brianthompson - kill - hearted - executed - shot,False,12/14/2024 18:31
"Leftists using Luigi to say we need to team up and fight the rich

Unsurprisingly, a trust fund baby leftist shooting a self made midwestern family man didn’t convince me to “join forces” with the left",5,5_died_killed_murderous_heroic,"['died', 'killed', 'murderous', 'heroic', 'nick', 'death', 'guy', 'rampage', 'poor', 'victim']","['This! ⬇️. Ironic Luigi grew up affluent, Ivy League educ., while Brian (the victim, since no one says it - his name was “BRIAN THOMPSON”, and HE WAS A HUMAN BEING and LOVED!!) grew up working class, went to a state university and got a Business Admin. degree (both like me).', 'Dude is from a wealthy family and went to an ivy league school. The person he killed rose up the ranks from a small town and worked through college. Fuck everything about Luigi and his fake plight.', 'Rittenhouse shot in self defense those attacking him. Penny saved people from a violent man who died of medical issues & drugs & was alive when police arrived\r\n\r\nLuigi is a spoiled rich kid who shot a father & husband in the back who grew up poor on a farm & improved insurance care']",died - killed - murderous - heroic - nick - death - guy - rampage - poor - victim,False,12/14/2024 18:30
"The assassination of the CEO of UHC!

United Healthcare didn’t break healthcare and CEO Brian Thompson was no more responsible for our current healthcare crisis than you or I.

THE DEMOCRATS ARE THE FRAUDS CAUSING THE HEALTHCARE CRISIS! 

Just one of the most received examples,…",19,19_murderer_ceos_healthcare_insurance,"['murderer', 'ceos', 'healthcare', 'insurance', 'warren', 'trump', 'sanders', 'tragedy', 'senator', 'support']","['WOW: CNN guest Neill Franklin absurdly suggests that UnitedHealthcare CEO Brian Thompson hired someone to murder him for ""insurance purposes."" \r\n\r\nThese people are literally INSANE… 🤡', 'Oh, look. It\'s CNN\'s Jake Tapper doing a segment with correspondent Clare Duffy normalizing & giving credence to those celebrating the murder of the UnitedHealthCare CEO, arguing the celebrations are ""interesting"" & ""none of us support murder...BUT BUT these are real struggles""', ""The sheer lunacy from CNN guest Neill Franklin claiming UnitedHealthcare CEO Brian Thompson might have orchestrated his own murder for 'insurance purposes' is a new low for media sensationalism. This baseless conspiracy theory not only insults the memory of Thompson but also…""]",murderer - ceos - healthcare - insurance - warren - trump - sanders - tragedy - senator - support,False,12/14/2024 18:06
"Charlamage the God chimes in on the murder of UnitedHealthcare CEO Brian Thompson, questions why people are celebrating it.

""I don't understand why people are celebrating him being killed because like I said yesterday, he's dead. His kids don't got no father.""",21,21_died_tore_killer_murderer,"['died', 'tore', 'killer', 'murderer', 'killed', 'god', 'die', 'empathy', 'victims', 'disgusting']","['United Healthcare CEO Brian Thompson was murdered today. Murder is ALWAYS wrong. Holding his family in The Light.\r\nWhat does not make news are the THOUSANDS of Americans who die because their health claim was denied by insurance companies.', 'Charlamage the God chimes in on the murder of UnitedHealthcare CEO Brian Thompson, questions why people are celebrating it.\r\n\r\n""I don\'t understand why people are celebrating him being killed because like I said yesterday, he\'s dead. His kids don\'t got no father.""', 'Charlamagne tha God slammed people celebrating the cold-blooded assassination of UnitedHealthcare CEO Brian Thompson — and delivered a reality check about its larger meaning.\r\n\r\n“I don’t understand why people are celebrating him being killed,” the radio host said Friday on his show…']",died - tore - killer - murderer - killed - god - die - empathy - victims - disgusting,True,12/14/2024 17:48
Brian Thompson is in heaven. His family is shattered. Health insurance won’t be fixed because of this. You pathetic idiot.,9,9_healthcare_insurer_obamacare_insurance,"['healthcare', 'insurer', 'obamacare', 'insurance', 'medical', 'medicare', 'health', 'condolences', 'companies', 'die']","['I agree. The US health insurance industry needs people just like Brian Thompson. Just as he is right now.', 'The killing of Brian Thompson is a great tragedy, and I send condolences to his loved ones, co-workers, and friends.\r\n\r\nThe social media posts have revealed a widespread antipathy to the health insurance industry.\r\n\r\nPeople are frustrated with health insurance for the following…', ""Whatever you may think of Mr. Brian Thompson, his company, or the health insurance industry in general, I'm sure decent people can agree that this act is heinous, and Mr. Thompson & his associates, friends & family don't deserve this.\r\n\r\nCondolences 🙏 to Mr. Thompson's family.""]",healthcare - insurer - obamacare - insurance - medical - medicare - health - condolences - companies - die,False,12/14/2024 17:41
"Billionaire-worshippers like Roseanne need martyrs.
Brian Thompson is that martyr. 
#CEOAssassination",12,12_liberals_supporters_healthcare_celebrating,"['liberals', 'supporters', 'healthcare', 'celebrating', 'insurance', 'leftists', 'murderer', 'cheering', 'lives', 'celebrated']","['Let’s be honest: The people celebrating the cold blooded murder of Brian Thompson are the ones that suffer from a deranged level of greed & jealousy; they see him as a worthless & expendable object simply because he was wealthy and they aren’t.\r\n\r\nBrian Thompson, as CEO, wasn’t the…', 'Amen! It’s sickening to see people glorifying the cold-blooded killing of Brian Thompson—a man who embodied the American dream. If you’re upset with the healthcare system, work to change it. Stop celebrating a madman.', ""I feel sorry for Brian Thompson and his family. I never condone violence, especially a cold-blooded murder.\r\n\r\nThat said, these billion dollar, often greedy, insurance companies impact a lot of people's lives in a deeply personal way.\r\n\r\nThey make it their mission to deny as many…""]",liberals - supporters - healthcare - celebrating - insurance - leftists - murderer - cheering - lives - celebrated,False,12/14/2024 16:48
